text,grade
" A Monumental Cruz . Perhaps the most moving aspect of this very moving adaptation of Philip Roth 's `` The Dying Animal '' is Penelope Cruz 's extraordinary performance . Ben Kingsly is also superb but we 're kind of used to see him explore different universes with absolute ease . From `` Ghandi '' to `` Sexy Beast '' Penelope Cruz is a whole other story . From `` Volver '' to `` Vicky Cristina Barcelona '' to `` Elegy '' in rapid succession have transformed this Spanish beauty into one of the best actresses of her generation . She gets under your skin and transmits the emotional journey of her characters with a powerful strength that lasts and lingers . The truth she carries is all consuming and makes the experience totally unforgettable . Her performance alone makes `` Elegy '' a must see . " ,8
" Take a look inside . `` Elegy '' is the fifth movie Ben Kingsley has done this year and its been so good to see him back in form the last couple years cause I honestly thought that doing `` Bloodrayne '' was his way of saying `` I 'm losing my mind . '' Nicholas Meyer wrote the movie from a novel by Phillip Roth . The last time Meyer adapted something from Roth we got Anthony Hopkins playing a black guy in `` The Human Stain '' , and that was just one of many problems that that movie had . `` Elegy '' was directed by Isabel Coixet though , who I really only know from the short film `` Bastille '' , one of a group of films that can be found in the all-around beautiful love letter to Paris film , `` Paris J'Taime . '' She seems well-suited for this love story , as do Kingsley and Penelope Cruz . Only the question is , can they all make a better movie than `` The Human Stain '' ? Kingsley plays cultural critic David Kepesh , a man who spent most of the 60 's sexual revolution unfortunately married . Now a divorced college professor , Kepesh has devoted much of his after graduation activities to hitting on former students , his most recent conquest being Consuela Castillo -LRB- Penelope Cruz -RRB- , a hard working woman from a Cuban family . Just Consuela awakens a sense of passion in him and soon he is thrown into a confusing situation where he jealously wants to have her for his own but his fear of commitment to another woman has him pushing her back when she wants to get closer . At times funny and heartbreakingly moving , this movie mostly just makes you think how lazy most men are when it comes to relationships . I found it interesting how even a cultural critic , a man who spends his life looking for deeper meaning in everything , can look at a woman and only see a sex toy . That what a woman holds inside is a short substitute for what she holds outside . David being self-conscious about his age adds another dimension , backing up that long held belief by men that women are also more concerned with what 's on the outside as well . It 's all material that has been worked over before in countless romances and the ending relies on that old romantic clich of throwing in a fatal disease that threatens the life of one of the characters but in general director Isabel Coixet creates a moving , heartfelt love story complete with sensual sex scenes , beautiful piano-background music and some really nice -LRB- and tasteful -RRB- shots of Penelope Cruz 's boobs and ass . There is also some really excellent acting going on in this movie . Kingsley charges into his role like a lion , showing David 's brashness in preying on the young girls he so dearly missed out on during his married youth , but he also brings regret , vulnerability , and cluelessness to David that make him worthy of sympathy . And Penelope Cruz could n't be better as his above-age Lolita , bringing a soft-spoken sexiness and warmth to a woman trying mightily to disarm a man primarily drawn to women as play things . And where has Dennis Hopper been ? This is one of his best performances in a long time , playing a man whose gone through the wringer a couple times with relationships himself who now offers up his own wisdom , coupled with some comic relief as well . Patricia Clarkson does what she can in a small role as an on-again off-again sex buddy for David . She has a fantastic scene in the movie later on where she describes what life is like for older women but then unfortunately the character is never seen again . `` Elegy '' does n't simmer with romance but it 's not exactly a slow-moving disaster either . It offers up some food for thought and it 's artfully created while Kingsley , Cruz , and Hopper each supply fantastic performances . If you 're interested in a May-December romance , this one fits the bill just fine for the time being . " ,7
" adaptation of the Roth novella The Dying Animal . . This is the first time that Roth has been successfully transferred to the screen . An uncompromising movie for grownups with two exquisite central performances , and some very nice supporting turns by Clarkson , Hopper and Sarsgaard . What impressed me about this movie is that it dares to be slow , dark , almost meditative . Roth 's short book does not have much plot to it , so that adapting it to the screen runs more risks than would be the case for one of his more developed novels . But the director and screenwriter make a virtue of the book 's spare narrative elements . It takes its time studying faces , glances and shadows . I will be happy if I see another movie half as good this year . " ,9
" Ben Kingsley gives another Oscar-worthy performance . ` Elegy ' is a small , yet powerful film for adults . Focusing on a relationship between a well-respected college professor -LRB- Ben Kingsley -RRB- and his former student -LRB- Penelope Cruz -RRB- , ` Elegy ' shows the audience a multi-faceted , complex man whose past experiences with women and his own family have dampered his ability to participate in a healthy relationship with a woman he is truly infatuated with . The film was carried by a masterful performance by Kingsley , who successfully portrayed Kepesh as a complex man with complex relationships . His desire and lust for Cruz was so emotional and real that I believed it for every second until the very end . Kingsley was able to spark empathy with the audience as a victim of numerous losses in his life : his wife , family , son , best friend , love interest -LRB- Cruz -RRB- , and most importantly , it was his loss of youth that made Kepesh the man he is when we first meet him . I truly believed his internal struggles with adapting to life as a man romantically involved with a much younger woman -LRB- 30 years his junior -RRB- . " ,9
" A female review of this stunning movie . In Elergy I see many reviewers have overlooked what this movie really speaks of , and by that also the intent of the book and writer Phillip Roth . After reading every review here I only noticed one or two that were referring in part to what I felt this film was truly about . Ben Kingsley gives one of his best performances . Every move , every look is carefully chosen to portray the depth of emotion . It did that . I have never been a fan of Penelope Cruz , yet she captivated me . Why ? Her beauty . I think what was missed and I see others question her portrayal as sexism , is that it went far deeper . Kinglsley when questioned by his friend if he ever saw beyond her `` beauty '' did not give a direct answer . She was beautiful the film was shot to make her heart wrenchingly beautiful but I also perceived that in every way he looked at her it was not simply this beauty . He was not a man that had not ever met a beautiful woman , or young student . This was not a first . To say the attraction was sexist is to simplify what occurred . For the first time in his life , he did not know what to do . He fell in love and it was far more than with just the way she looked . The film used subtle nuances , such as him watching her as she slept , or after she left picking up her hairbrush and holding it . It was easy to see that for a man who had , had many young beautiful women she was different . I read others complaining it did not show her intelligence even though we were told she was cultivated and brilliant . It was not necessary to depict that . Why do I say that ? It is clear that while she was beautiful , it was everything she did . Every time she spoke or moved . He repeats later as does she that each remembers every second in total clarity . This is a story showing one thing , the complexity of the human relationship . The complexity of love . Torn between wanting to possess her completely and to never let her leave his side ; he is conversely fighting inner turmoil . What he never had even considered possible nor comprehended the depth of its impact on his life , changed his life forever . In a internal fight with conviction that she will leave him and the age difference means one day she will wake up and decide to go , in fear from the way she makes him feel . There is no sexism here this is a story of a man who falls in love and is struggling to manage the balance between the joy of this and the anxieties . In the end we see him sabotage the relationship . This is not as some may think in the moments when he followed her in sexual jealousy ; that was a man trying to make sense of why he felt this way when living nearly his entire life no one and nothing ever touched him so deeply . The sabotage is his doubt in been able to keep her happy , his fear of losing her , his fears that it can not last , and so he ends it by at a moment when she needs him to show her his love he lets her down . The pathos is so strong . As he parks his car and calls her to say hes broken down . The internal fight rages and he has lost . He has given away the only thing he has ever loved , due to fear . He spends the next 2 years trying to forget but as he says himself who am I fooling , it has changed me forever . When she returns in an ending that they wanted to cut but Roth refused . Cruz returns and she has breast cancer . She asks him to photograph her . Says no one ever loved her body like he did , he says he ca n't believe that . Yet we know it is true , he loves her so deeply that no one else could . It is heart wrenching as he photographs her topless . After the surgery he is there when she wakes his son having found when she was been operated on . She lied about the dates . . why ? I believe it was a test would he be there this time . As the film ends she says they took her breast and now she has lost her beauty and this part speaks to all I have said above , he kisses her and holds her . In conclusion , this film if you have the depth to absorb it is heart rending . It speaks to each of us whom have lived long enough to have begun to realize the intricacies of our hearts and minds . How our pasts influence who we are and how we behave . Truly though it is a love story and love is perhaps the most complex of emotions . It is a film to watch carefully to study each movement and be caught up in the honest view of two peoples relationship with one another . It is hard to watch and not be touched or brought to tears . Overall the acting was superb , cinematography , and direction too . I think this will remain an underrated film that contains deeper meanings that many will miss , it will however remain one that I will not forget anytime soon . As others have said , this film will appeal more to the European audience . " ,8
" The Biggest Surprise in a Man 's Life Is Old Age . In Manhattan , the middle-aged writer , art critic and professor and aspirant piano player and photographer David Kepesh -LRB- Ben Kingsley -RRB- questions that his age does not affect his sex drive and recalls words of Bette Davis -LRB- `` Old age is not for sissies '' -RRB- and Tostoi -LRB- `` The biggest surprise in a man 's life is old age '' -RRB- . Despite of his great culture , the intellectual David is a man that has grown old but never grown up , and he is unable to last a relationship , including with his oncologist son Kenneth Kepesh -LRB- Peter Sarsgaard -RRB- . The exceptions are his old poet friend and confident George O'Hearn -LRB- Dennis Hopper -RRB- and the independent businesswoman Carolyn -LRB- Patricia Clarkson -RRB- , with whom he has an affair for more than twenty years . When he meets the elegant , educated and gorgeous Cuban student Consuela Castillo -LRB- Pen lope Cruz -RRB- in his literature class , he feels a great sexual attraction for her and seduces her in the end of the period . They have a love affair for one and half years , but David is always insecure being thirty and something years older than the student . When Consuela forces David to come to her graduation party and meet her family and friends , he takes a decision that affects their relationship forever . The Spanish Isabel Coixet is certainly one of the most sensitive directors of the cinema industry . `` My Life without Me '' and `` The Secret Life of Words '' are among the most beautiful , touching and heartbreaking movies I have ever seen . `` Elegy '' is another wonderful movie of this awesome director that deals with another real theme , the aging of men , which could be difficult for a female director to understand and correctly disclose on the screen . However , the romance works mainly because the lead male role seems to be tailored for Sir Ben Kingsley -LRB- it could be Sean Connery a couple of years ago -RRB- . I can not imagine any other actor that could personify David Kepesh as portrayed in the story . Further , Pen lope Cruz deserved the Oscar for her performance , with a more realistic character than in `` Vicky Cristina Barcelona '' . The Academy wrote right through wrong performances . She is incredibly gorgeous in the role of Consuela Castillo . The always excellent Patricia Clarkson , the irregular Dennis Hopper and the `` disappeared '' Peter Sarsgaard have also memorable performances in this outstanding romance . The cinematography and the music score complete this beautiful work of art . My vote is eight . Title -LRB- Brazil -RRB- : `` Fatal '' -LRB- `` Fatal '' -RRB- " ,8
" Great performances , great film . I thoroughly enjoyed this film . As someone who is not familiar with Philip Roth 's works , I found the story to be interesting and moving . What really made the movie so enjoyable to me was the focus on the interpersonal relationships between David Kepesh -LRB- Ben Kingsley -RRB- and several of the supporting players . For example , some of the film 's most poignant moments came in the scenes featuring Kepesh and his best friend -LRB- played by Dennis Hopper . -RRB- While these scenes did not necessarily serve to move the plot along , they painted a picture of the daily struggles Kepesh faces and also the layers of his only true friendship . In addition , it was heart-wrenching to see Kepeshs ' son -LRB- Peter Sarsgaard -RRB- , now a 40-something man married with children , resorting to his father for advice and consolation . We found out that Kepesh left his son and wife many years past , and while his son has never truly forgiven his father , he finds himself committing similar mistakes -LRB- adultery -RRB- that lead his father to become the flawed , relationship-challenged man he is today . These complex relationships , in addition to several others in the film , allow us to closely examine this fascinating point in the life of David Kepesh . " ,9
" A Moving Ben Kingsley Conduit Stolen By Penelope Cruz . Ben Kingsley , who is capable of playing practically any role , seems to be remarkable at playing men who are very smart but their thoughts are a lot less than pure most of the time . Elegy is a film that could easily have been written with him in mind , though by the time it 's over , Penelope Cruz has stolen away with it , and changed Kingsley 's character in the progression . It 's properly made . Kingsley seems to be just about the entire movie as a self-seeking book critic . He was married in the past , and has a well-to-do son . He got divorced years ago and has a sex pal relationship with another woman who he sees rarely , played by Patricia Clarkson , who I can totally see having the capability for no-strings occasional liaisons . He is frequently attracted to his female students , and sometimes has sex with some of them . Still , to steer clear of trouble , he always waits until they graduate . With one of these women , Penelope Cruz 's character , a more profound relationship grows . But Kingsley has never matured in this manner . He is preoccupied with jealousy , certain that she is seeing someone else , someone younger , more handsome and virile . He even shows up at a dance he knows she 's attending , to check up on her . His doubt frustrates and deters her , because she can not put up with not being trusted . When the time comes , the movie makes a dramatic bend which surrounds all the deepest bona fide feelings of the story . And in these scenes , Cruz is peacefully compelling and dreadfully real . You come to appreciate why the director , Isabel Coixet , cast Cruz rather than a younger , authentically college-age actress . An actress necessitates wisdom and the familiarity of time to play these scenes , and Cruz must have both , especially now that I 'm seeing her shortly after her incredible performance in Vicky Cristina Barcelona . That this nuanced drama with erudite cultural ambiance is not merely a self-indulgent male writer 's wet dream about the horny scoundrel and the exquisite and charming Venus is a relief . That it sees Manhattan plainly as a location benefits this story because it is a place where we suppose things like this are liable to take place , not like the typical burgh where we live . Then there is Dennis Hopper as the old comrade with whom Kingsley has coffee and plays racquetball , who tries to bring wisdom to Kingsley 's activities , but sees no light at the end of the tunnel . And Peter Sarsgaard as Kingsley 's son , with problems of his own , and a father who has become not only a shame but an unrelated matter . But what the movie 's not afraid to do is let you in on Kingsley 's feelings after awhile . Who cares about all these things he should accept as responsibility when he 's so immersed in love for this new , young person ? " ,8
" Aging . OK . Professor starts an affair with one of his students . You may have prejudices about that . Not about this kind of affairs , but about this kind of movies . But it 's a story about aging and jealousy and so far touching . The professor goes through hell , including all objections he 's supposed to have about his own behavior in this certainly true love . A love which is regarded as ridiculous . Most so by himself . Cruz and Kingsley are great as you could expect , but the greatest performance is delivered by Dennis Hopper . A certain amount of sentimentality is a little disturbing , but this film obviously takes aging as an emotional problem seriously . " ,7
" Unbelievable . This movie starts out promising - a professor whose career and personal life are driven by his fascination with the hedonistic side of American sexuality confronts the one thing that will put an end to his pursuits : he 's getting old . Unfortunately , once the meat of the story gets going , it becomes a puppet show of superficial characters prancing out the whims of the screenwriter and director . Nothing about this movie is authentic , and as a result it 's pretty difficult to pay much attention to the intended themes . A 112 minute close-up of Ben Kingsley 's wrinkled face would say more about mortality and the human condition , and would say it more sincerely for that matter , not to mention more entertainingly . The characters are eggshell thin , and mostly we have to believe what we are told about them by their screen-mates , because their own behavior makes little sense . David Kapesh is a playboy ? Really ? Maybe he 's been charming in every other moment of his life , but during the time he spends with Consuela , and unfortunately with us , he 's a bumbling jackass . His hear-to-hearts with his buddy George suggest he 's incredibly insecure in the presence of a beautiful young woman , and every single encounter he has with Consuela confirms that . Is this the first time he 's dated one of his students ? No , says the film 's back story , he 's a playboy , we swear he 's a playboy . Just not since he started looking like a late-career Ben Kingsley and started acting like an @ $ $ hole I guess . So let 's just give this movie the benefit of the doubt and assume that he is and always has been a playboy we 're just not catching him on his good days . What is his special attraction to Consuela ? Okay so she 's young , educated , and beautiful . The first two attributes should apply to a good portion of the women he 's been dating his students , that is and as for the third , if he 's the playboy we 're meant to believe he is , this should be nothing new either . I 'm not saying a lady 's man ca n't be struck dumb now and again , but we 've got to have some since of why that would be the case . Instead we 're just asked to accept it . Consuela meanwhile leaves us even less in the way of authenticity and depth . First of all , that accent is sexy , do n't get me wrong , but are we really supposed to believe that a well-educated 24 year-old who 's been in the U.S. since she was 11 still talks like that ? Her family background suggests she probably did n't spend the last decade living in a ghetto , the only excuse she would have for not speaking standard American English by now . And why is she in love with David ? He 's not particularly witty , especially for a professor , and he does really annoying things like show up uninvited to spy on her while she 's out with her brother and then cover it with a lame excuse . Is it because he 's cultured ? I have a feeling that a beautiful , smart woman like her could find a comparably sophisticated man who 's within three decades of her age and who does n't act like a total creep living in NEW YORK CITY . In fact she probably would n't even have to leave campus . The only reason she could possibly want him is his status , and we 're meant to believe there 's more to her than that . Otherwise why do we care about her ? Why does David care about her ? Why does she act like she wants something meaningful from him when he clearly is willing to give her a nice sexy superficial relationship with all the trimmings of a celebrity academic 's lifestyle ? I could go on about the various other terrible aspects of this movie but this review is getting long and I 'm tired of thinking about it . Oh wait there 's one more thing that I just ca n't let go without mentioning : Consuela has a breast removed and not a single family member or friend is there ? Why not ? They must have all stayed at home when they realized how touching it would be for her to wake up from a mastectomy to find no one there to console her but a disgusting ex-boyfriend . Just one more slap in the face in a long line of scenes that insult our intelligence and artistic sensibilities alike . " ,2
" Quite a dreary and dull affair . Slow . Lifeless . Joyless . Passionless . Boring . Am I leaving anything out ? Oh , where to start the post-mortem on this one ? Well , one could begin with Sir Ben Kingsley . If ever there was a less-interesting , passionless performer , I 've never heard of him . Good actor ? Absolutely . But not for this part -- he never should have been cast . Obsessed by his young student ? I do n't see it . He waxes poetic about her body , then never even touches her breasts . He claims to love her ... yet he seems half-asleep . Maybe it had something to do with that transorbital lobotomy a while back -- that might explain the baldness . Does he ever even SMILE at her ? Does he even seem to CARE ?? If you turned the sound off , and could n't hear the lame dialogue , you might think he detested her instead . I think the only look of happiness on his face was a stupid , s \*\* t-eating grin , when he inexplicably shows up at a dance club to observe her . And from that point on he seems so pussy-whipped that we lose all respect for him anyway . It 's almost as if Kingsley was emulating Brando in `` Last Tango in Paris . '' But that was a different movie , about a much different relationship . For an audience to care about a movie like this , the characters have to care about each other . They at least have to appear alive . In this case , they are n't , and we do n't . Where are William Holden and Kay Lenz when we need them ? And what possible reason would a beautiful creature like Penelope Cruz have for falling prey to a bald , geriatric college professor ? Because he 's a wise old man ? Because he 's on TV ? Because she needs a father figure ? We 're never given a clue into what makes her tick -- that 's the problem . It 's a superficial relationship at best . One actually longs for the Jeremy Irons remake of `` Lolita . '' And at least Clint Eastwood 's `` Breezy '' had moments of lightness . And it had Bill Holden . This does n't . There 's a reason we 've never heard of the director : she 's of the glacially paced , cinema verite , documentary\/neo-realist European variety -- probably lesbian -- who considers emotion as dirty a word as characterization . Dennis Hopper almost saves the day -- he 's the only alive thing in this dud -- and then he dies ! What a treat for the audience . And what an ill-advised , pointless and unnecessary plot point . Who green-lighted this script ? And do n't try to tell me the great Nicholas Meyer actually wrote it . Meyer , of the classic `` Star Trek 2 : Wrath of Khan '' and `` Time After Time '' ??? He must be on massive doses of Prozac these days . Or maybe he 's the one who underwent the lobotomy . And do n't try to convince me this lackluster snorefest was once a Philip Roth novel . The great and hilarious Philip Roth , of `` Portnoy 's Complaint '' and `` Goodbye Columbus '' ????? `` Dying Animal '' is right . The book must have been written in his `` Human Stain '' period , after he lost his sense of humor . Well , at least this dead-on-arrival adaptation does n't break the streak : a good movie has never been made from a Roth novel . And probably never will . I 'm giving two stars here , strictly in honor of Penelope Cruz 's tits , which we see several times , thankfully -- though they 're obviously not photographed by anyone who seems to care . And if we saw her ass just ONCE -- which we do n't -- I might have given it a 3 . And I 'm not even going to get into the melodramatic plot twist at the end . If the director finally decided to go for some kind of drama , it was too little , too late . Nobody really cares about a tacked-on movie tragedy after two hours of monotony . All the characters could have been killed in a terrorist bombing and the audience probably would n't have really minded . Actually , that might have made a decent ending -- at least it would have woken people up . Or better still , kill them off in the first act , and put them out of their misery . Either way , senseless violence would have been preferable to another brain-dead , heartless , monotonous line reading -LRB- Dennis Hopper , as I say , is the one exception : he gives a funny , passionate , inspired performance -RRB- . On a technical level , there are also an incredible number of annoying , shaky , hand-held shots that serve absolutely no purpose , other than to distract . Could n't the producer afford a tripod that day ? Wait , do n't tell me -- the director thought it was `` art . '' Welcome to European , no-talent , amateur-hour hell . Close the door on the way in . And watch the flames . " ,2
" A Non-Believable Casting of Leads . Not for one moment in the entire run of this film did I believe that Cruz and Kingsley 's characters had any attraction to each other . A great deal of this starts in the fact that , as one friend of mine put it , `` Kingsley has all the sex appeal of a pickle . '' Cruz puts in a rather languid performance which is stronger than most of her acting due to the fact she is working with a Spanish -LRB- specifically , Catalan -RRB- director . But she falls flat on the screen anytime she 's there . She a very pretty woman , but as an actress , she consistently sub-par . The only redeeming scenes of the film are with Dennis Hopper and Kingsley where Cruz is n't present . These two old actors have a wonderful charisma on the screen and I would posit that it is one of Hopper 's best performances of his career . It just goes to show that Coixet can indeed get great performances out of actors as long as they 're not Penelope Cruz . It was a tricky story to adapt and in general the plot is slow and meandering . The film fails in the end in that it presents characters that 99.9 % of us ca n't relate to and does n't ever really make us care what happens to them in the end . Undoubtedly this film will be well-received in NYC where these types of films seem to ply well to a sympathetic audience , but for those of us outside the Big Apple , it 's just short of being an extremely painful film to watch . I need to add that I first saw this in Madrid when it opened in Spain . There may have been some edits to the film upon US release that made it more tolerable , although I doubt how they would have been achieved . " ,4
" a sad movie . The more I think about this movie , the sadder I find it . To begin with , it is yet another Hollywood presentation of a middle-aged male college professor -LRB- Smart People , etc. , are others of late -RRB- . Once again , he is an unhappy and self-centered individual , who clearly earns more than any professor of literature I know . He also throws cocktail parties for his students , which would send most modern college administrators into fits . But the truly sad thing about this movie is the presentation of the young woman , played by Pen lope Cruz , and her relationship with the professor . Yes , she is very attractive . Yes , he wants to have sex with her and is only interested in that . But she is getting an MFA , he has an apartment full of art books , yet we never see her talk to him about art , her necessarily educated and refined ideas on art , etc. . When , at the end of the movie , she learns that she has breast cancer and then loses a breast in the operation , she is devastated because she will no longer be beautiful and he will no longer desire her . Her physical beauty and her attractiveness to men seem to be her whole world , and this is not put into question . And yet the movie was directed by a woman . Even from a good male director I would have expected some putting into question of those values , but with a woman director and an educated character , the lack of it particularly bothered me . If this movie was condemned by a breast cancer association , I would understand . There is n't really much intellectual substance to the professor 's life , either . He and his colleague , another literature professor , seem to talk only about having sex . That would be a normal part of their conversation , of course , but we never see why the lit professor is esteemed for his mind , as he would appear to be . I have n't read the Phillip Roth novel on which this is based . Maybe all this is there , maybe not . But the movie has to be judged on its own grounds , of course , and while I found this well acted , I found the script to be sadly lacking . Such supposedly intelligent , educated individuals could have been a lot more interesting . " ,7
" Dignity and Sensuality : Intoxication . ` When you make love to a woman you get revenge for all the things that defeated you in life . ' Few American writers have been able to examine the fear and rage and desperation of aging as eloquently as Philip Roth , and as with another of his novels brought to life on the screen -LRB- ` The Human Stain ' -RRB- , here Nicholas Meyer has beautifully adapted Roth 's ` The Dying Animal ' with all the visceral immediacy and poetry of the novel about the terror and compassion of May\/December relationships . Isabel Coixnet has managed to guide her gifted set of actors through this story as though it were a ballet . The result is one of the more beautiful ` love stories ' ever filmed . David Kepesh -LRB- Ben Kingsley , in a performance of tremendous power and sensitivity -RRB- is an aging author , teacher and art critic , a man who has not learned the secret of lasting relationships but who retains his animal sex drive despite his passing years : he survives time 's passing by a patterned assignation with Carolyn -LRB- Patricia Clarkson -RRB- , an aging successful traveling business woman who drops in for sensual gratification when in town . David 's closest friend is Pulitzer prize winning poet George O'Hearn -LRB- Dennis Hopper -RRB- who serves as his alter ego and as his confidant in David 's problematic life . Into David 's classroom comes Consuela Castillo -LRB- the ravishingly beautiful and gifted Pen lope Cruz -RRB- who gains David 's focus not only for her radiant beauty but also for her intelligence . Struggling with his advanced years -LRB- David is over thirty years older than Consuela -RRB- , a courtship dance begins and it is the emergence of this romance that forms the story . How Consuela alters David 's behavior and his discovery of the need for connection outside of the bedroom is related as a journey through David 's mind . The manner in which the transformation changes every member of the story is what makes this film so very memorable . Kingsley is brilliant in this probing examination of the aging man 's psyche , Cruz SHOULD have received her Oscar for this performance rather than the film that honored her , Clarkson continues to be one of our best actresses on the screen , Peter Sarsgaard makes a brief but important appearance , and David Hopper manages to step out of his predictable past roles and offer a character of true compassion and finesse . The film is magnificently photographed -LRB- Jean-Claude Larrieu -RRB- and the music score thankfully is almost completely devoted to the works of Erik Satie -LRB- Gnossiennes -RRB- , Beethoven -LRB- Diabelli Variations -RRB- , Vivaldi -LRB- cantatas with Phillipe Jaroussky -RRB- - all edited by the director Isabel Coixnet . It all works well . This is one of the finer films of 2008 and deserves a wide audience of people who love quality film-making . Grady Harp " ,10
" Elegy . George O'Hearn : `` Beautiful women are invisible ; we 're so dazzled by the outside that we never make it inside . '' Charismatic professor David Kepesh -LRB- Ben Kingsley -RRB- glories in the pursuit of adventurous female students but never lets any woman get too close . When gorgeous Consuela Castillo -LRB- Pen lope Cruz -RRB- enters his classroom , however , his protective veneer dissolves . Her raven-haired beauty both captivates and unsettles him . Even if Kepesh declares her body a perfect work of art , Consuela is more than an object of desire . She has a strong sense of herself and an emotional intensity that challenges his preconceptions . Kepesh 's need for Consuela becomes an obsession , but ultimately his jealous fantasies of betrayal drive her away . Shattered , Kepesh faces up to the ravages of time , immersing himself in work and confronting the loss of old friends . Then , two years later , Consuela comes back into his life?with an urgent , desperate request that will change everything . Elegy is an excellent film . I 've been never really a fan of Ben Kingsley but I 've seen him in numerous films before but I just did n't stick with his movie career . But now , with Elegy , I can say that I 'm already a fan of his . Ben 's performance is one for the books , it was powerful , intense and the chemistry between him and Penelope Cruz 's Consuela is surprisingly amazing . The character development between the two is told in a touching , beautiful way by director Isabel Coixet and I 'd like to think that what they had is more than a carnal affair . It was a romantic friendship and they were there for each other in times of dire need . Penelope Cruz gives the best performance yet whose acting slate also includes heavy set dramas like Volver and Vicky Cristina Barcelona . This easily makes her one of the best actresses of her generation . Elegy is an erotic tale with a sense of beauty and brilliance . A must see . " ,8
" Penelope Cruz Fans This Movie Does Not Exist . if Penelope Cruz ever lost some fans it because of this film elegy this film is pure junk see the plot now Ben Kingsley an old man who loves sex chases young women lays his eyes on hot student the story then gets extended then sex scenes comes with Penelope showing her naked breasts like some wwe wrestler then comes some gross kissing more insult for the viewers he is having all that in someone Else 's house . i am embarrassed to write a review here this is some shameless.please throw the team into jail for this porn film.as a Cruz fan i am not disappointed because it her style to be sexy in her most career she did films that promotes sexual vulgar stuff.don blame her at all she needed some serious money . Ben is the worst actor ever old guy cant act loves to have sexy only . so for die hard Penelope fans around the world ill tell you this movie does not exist just pretend to believe it . my rating is 1\/10 . these guys should hang their heads in shame " ,1
" Awful movie . One of the worst movies I 've ever watched . Other than Kingsley 's performance , acting , directing , filming , and most other aspects of the film are amateur to say the least . For example , in one scene -LRB- close to the end of the movie -RRB- you clearly see the hanging microphone used to tape the actors . The plot is superficial , photography is very bad , even the sound is too law and most speech could not be understood , especially as the 2 main characters have heavy accent . It is sad to see that such good actors and crew members have produced such a mediocre product . In a single word : A TERRIBLE movie . " ,1
" Careful direction , skilled acting , and excellent use of nonverbal communication puts ` Elegy ' a cut above the rest . . ` Elegy ' stood out to me not only because of its world-class acting performances -LRB- which really were the cornerstone of the film -RRB- , but also because of several technical aspects that are so effortless and natural , you hardly recognize them as results of a filmmaker 's input . Every stare , look , and glance that David Kepesh -LRB- Ben Kingsley -RRB- gives is deep , carefully manufactured , and serves as another means of storytelling beyond simply words . Extended close-ups and other scenic shots are sprinkled throughout the film to make it , at points , visually beautiful as well . It is a rarity to see a film that -LRB- successfully -RRB- focuses so much on gestures , body language , and imagery , while at the same time leaving the audience with Oscar-caliber performances by some of the most celebrated screen actors today . ` Elegy ' is a triumphant effort under Isabel Coixet 's careful direction . " ,10
" Very sweet , sad and romantic ... . ... though somewhat unbelievable . Ben Kingsley 's character falls in love\/lust with his much-younger student , played by Penelope Cruz . He plays the conquering professor well , his motives are palpable and his virility and attractiveness are well portrayed . It 's understandable that he attracts women , and that one ultimately falls in love with him . I wonder if Penelope Cruz 's character was meant to be a cipher ; beyond her beauty , I could n't determine what attracted him to her . It was inferred that she was intelligent , but I did n't detect anything else that would attract him so strongly . I felt the chemistry from him , not much from her . This criticism is minor because the film was beautifully acted and filmed . In his myriad roles , Ben Kingsley plays different characters from Gandhi to Sexy Beast to a man who betrays the woman he loves , and ultimately loses . He continually exceeds expectations . " ,8
" It is a good movie but read the book afterwards ! . I have read the book this film is based on back in 2004 and one more time in 2006 , and I still cherish it as one of the best books I have ever read . Therefore , watching this film was a sort of duty . What I disliked was that in the first half , Professor Kepesh gets to know Consuela way too fast . He invites all his students to his home , and soon he is in the cahoots with Consuela . Of course I am aware that I 'm comparing the novel to the film but still I ca n't avoid that . In the novel , David Kepesh explains much about his sexual philosophy , something that could have been the basis for a much longer , more elaborated film . In the novel , there are philosophical excursions into American culture , puritanism and sexual freedom , things that in the film are rarely touched . For this film you could even call `` romantic movie '' -LRB- I recommend it to lovers ! -RRB- , the portrayal of the unequal relationship between Kepesh and Consuela was too tame . In the novel you see and sense that Kepesh has no bounds . In sexuality and relationships , he is all but committed to somebody he boasts his emancipation and freedom . The novel Kepesh even explores some rather unusual sexual practices with Consuela . As an avid reader of Roth 's novels , I was really a bit disappointed . Some commentators have stated that this film is misogynistic because Kepesh is shown using Consuela as his sexual tool . He is n't much interested in building trust . But in the end , the film shows Kepesh 's destruction : We see him punished . We see his anguish . Philip Roth 's novels argue against a hollow sexual morale which is evident in slogans like `` True love waits '' . Sex is something good , something you are completely free to enjoy . But what Roth shows is the emotional loss that often follows when one does act selfishly and without integrity . Kepesh , a grown and experienced man who could have stood up to Consuela , tries out his sexual philosophy on the very person that is so dear to him . In German-language countries , the film is called `` Elegy - the art of loving '' not without reason . Go , watch it ! " ,8
